movie_title,norm_title,year,critics_consensus,review_date,tomatometer_rating
Rosewood,rosewood,2000,"In some respects, Rosewood struggles to present a full picture of the real-life tragedy it dramatizes, but it remains a harrowing depiction of racial violence.",2000-01-01,87.0
Rough Night,rough night,2017,"Rough Night's gifted stars are certainly good for some laughs, but their talents aren't properly utilized in a scattered comedy that suffers from too many missed opportunities.",2017-06-14,44.0
Roving Mars,roving mars,2006,Roving Mars is a decent thrill ride even when it starts feeling like a commercial plug for NASA's failing space program.,2006-01-18,71.0
Roxanne,roxanne,2000,"Though its sweetness borders on sappiness, Roxanne is an unabashedly romantic comedy that remains one of Steve Martin's funniest films.",2000-01-01,88.0
Roxanne Roxanne,roxanne roxanne,2017,Roxanne Roxanne belatedly honors its subject with a gripping character-driven biopic that serves as a primer for a trailblazing career while telling an often tragic story.,2017-01-25,70.0
Royal Wedding,royal wedding,2000,"Vintage MGM musical stuff, characterized by Stanley Donen's fleet direction and some amazing dance performances from star Fred Astaire.",2000-01-01,92.0
Rubber,rubber,2010,"A clever premise gets plenty of comic blood and violence, but its hampered by some questionable storytelling techniques from director Quentin Dupieux.",2010-05-28,69.0
Ruby Sparks,ruby sparks,2012,"Cleverly written and wonderfully acted, Ruby Sparks overcomes its occasional lags in pace with an abundance of charm and wit.",2012-06-18,79.0
Rudderless,rudderless,2014,"Rudderless asks its cast to carry an awful lot of weight for its occasionally manipulative story; fortunately, this talented bunch -- led by Billy Crudup -- is often more than up to the task.",2014-01-24,64.0
Rudo y Cursi,rudo y cursi,2009,"Despite its fair share of sports movie cliches, Rudo y Cursi marks an auspicious directing debut for Carlos Cuarón, and features strong performances from García Bernal and Luna.",2009-05-03,73.0
Rudy,rudy,2000,"Though undeniably sentimental and predictable, Rudy succeeds with an uplifting spirit and determination.",2000-01-01,78.0
Rugrats Go Wild,rugrats go wild,2003,The Rugrats franchise has gone from fresh to formulaic.,2003-06-07,39.0
Rugrats in Paris - The Movie,rugrats in paris the movie,2000,"When the Rugrats go to Paris, the result is Nickelodeon-style fun. The plot is effectively character-driven, and features catchy songs and great celebrity voice-acting.",2000-01-01,76.0
The Rugrats Movie,the rugrats movie,1998,Charming characters; loads of fun for kids and adults.,1998-11-20,59.0
Rules Don't Apply,rules dont apply,2016,"With Rules Don't Apply, Warren Beatty takes an overall affable -- but undeniably slight -- look at a corner of old Hollywood under Howard Hughes' distinctive shadow.",2016-11-10,54.0
The Rules of Attraction,the rules of attraction,2002,A tiresome movie about unsympathetic college kids engaging in self-destructive behaviors.,2002-09-26,43.0
Rules of Engagement,rules of engagement,2000,The script is unconvincing and the courtroom action is unegaging.,2000-01-01,36.0
Rumble Fish,rumble fish,2000,"Rumble Fish frustrates even as it intrigues, but director Francis Ford Coppola's strong visual style helps compensate for a certain narrative stasis.",2000-01-01,73.0
Rumble in the Bronx,rumble in the bronx,2000,An entertaining Jackie Chan stunt-fest in which the impressive action sequences overcome the low production value and by-the-numbers plot.,2000-01-01,80.0
RUMBLE: The Indians Who Rocked the World,rumble the indians who rocked the world,2017,"RUMBLE shines a long overdue spotlight on key contributions to the American musical lexicon, satisfying rock scholars while offering a fascinating -- albeit sobering -- primer on the foundations of a genre.",2017-01-23,91.0
Rumor Has It,rumor has it,2005,"This riff on The Graduate has a solid cast, but is too lightweight to fully register.",2005-12-02,19.0
Run All Night,run all night,2015,"Liam Neeson is in typically fine form, but Run All Night suffers from a convoluted plot and workmanlike execution.",2015-03-10,59.0
Run Lola Run,run lola run,2000,"More fun than a barrel of Jean-Paul Sartre, pic's energy riffs on an engaging love story and really human performances while offering a series of what-ifs and a blood-stirring soundtrack.",2000-01-01,93.0
Runaway Bride,runaway bride,2000,Cliche story with lack of chemistry between Richard Gere and Julia Roberts.,2000-01-01,46.0
Runaway Jury,runaway jury,2003,An implausible but entertaining legal thriller.,2003-10-05,73.0
Runaway Train,runaway train,2000,"Charging forward with the momentum of a locomotive, Runaway Train makes great use of its adrenaline-fueled premise and star presences of Jon Voight and Eric Roberts.",2000-01-01,85.0
Rundskop (Bullhead),rundskop bullhead,2012,"Anchored by Matthias Schoenaerts' searing performance, Bullhead is a grim and gripping thriller with the cinematic sinew to match its domineering star's physicality.",2012-02-02,87.0
Runner Runner,runner runner,2013,"It has an impressive cast and an intriguing premise, but Runner Runner wastes them on a bland, haphazardly assembled thriller with very little payoff.",2013-09-24,8.0
The Running Man,the running man,2000,The Running Man is winking sci-fi satire with ridiculous clothes and workmanlike direction.,2000-01-01,64.0
Running With Scissors,running with scissors,2006,"Despite a few great performances, the film lacks the sincerity and emotional edge of Burroughs' well-loved memoir.",2006-10-10,31.0
Rupture,rupture,2016,"Derivative and clumsily assembled, Rupture manages the tricky feat of making arachnophobia seem dull.",2016-11-02,18.0
Rush,rush,2013,"A sleek, slick, well-oiled machine, Rush is a finely crafted sports drama with exhilarating race sequences and strong performances from Chris Hemsworth and Daniel Brühl.",2013-09-02,88.0
Rush Hour,rush hour,1998,A kick-ass addition to the cop-buddy film genre.,1998-09-18,61.0
Rush Hour 2,rush hour 2,2001,"Rush Hour 2 doesn't feel as fresh or funny as the first, and the stunts lack some of the intricacy normally seen in Chan's films.",2001-07-22,52.0
Rush Hour 3,rush hour 3,2007,"Rush Hour 3 is a tired rehash of the earlier films, and a change of scenery can't hide a lack of new ideas.",2007-07-14,18.0
Rushmore,rushmore,2000,"This cult favorite is a quirky coming of age story, with fine, off-kilter performances from Jason Schwartzman and Bill Murray.",2000-01-01,89.0
Russian Dolls (Les Poupées Russes),russian dolls les poupées russes,2005,"Like its predecessor L'Auberge Espagnole, Russian Dolls is charmingly breezy and light.",2005-12-06,72.0
Rust Creek,rust creek,2019,Rust Creek subverts expectations with a surprisingly layered survival drama anchored in a rich setting and a gripping lead performance from Hermione Corfield.,2019-01-02,84.0
Ruthless People,ruthless people,2000,"It's sometimes crude and tasteless, but Ruthless People wrings acid-soaked laughs out of its dark premise and gleefully misanthropic characters.",2000-01-01,94.0
RV,rv,2006,"An unoriginal and only occasionally funny family road-trip movie, RV is a mediocre effort that not even the charisma of Robin Williams can save.",2006-04-25,23.0
V/H/S/2,vhs2,2013,"It's as scattershot as its predecessor, but V/H/S/2 rounds up enough horror filmmaking talent to deliver a satisfyingly nasty -- albeit uneven -- dose of gore.",2013-01-21,70.0
Saban's Power Rangers,sabans power rangers,2017,"Power Rangers has neither the campy fun of its TV predecessor nor the blockbuster action of its cinematic superhero competitors, and sadly never quite manages to shift into turbo for some good old-fashioned morphin time.",2017-03-15,49.0
Sabotage,sabotage,2014,"Sabotage boasts one of Arnold Schwarzenegger's finer post-political performances, but it's wasted in a movie driven by grueling violence that punishes seemingly without purpose.",2014-03-26,22.0
Sacco and Vanzetti,sacco and vanzetti,2006,"Engrossing and enraging, Sacco and Vanzetti exhumes an infamous judicial failure with a painful amount of modern relevance.",2006-08-21,86.0
The Saddest Music in the World,the saddest music in the world,2003,Guy Maddin perfectly recreates the look and feel of a 1930s in this bizarre picture.,2003-10-22,79.0
Safe,safe,2000,"Safe's eerie social satire and somewhat sterile stylization is balanced by comedic undertones and an impressive, understated performance from Julianne Moore.",2000-01-01,86.0
Safe,safe,2012,"While hard-hitting and violently inventive, Safe ultimately proves too formulaic to set itself apart from the action thriller pack -- including some of its star's better films.",2012-04-22,58.0
Safe Haven,safe haven,2013,"Schmaltzy, predictable, and melodramatic, Safe Haven also suffers from a ludicrous plot twist, making for a particularly ignominious Nicholas Sparks adaptation.",2013-02-10,13.0
Safe House,safe house,2012,Safe House stars Washington and Reynolds are let down by a thin script and choppily edited action sequences.,2012-02-07,53.0
Safety Last!,safety last,2000,"Persuasive enough to give audiences acrophobia when they aren't laughing at Harold Lloyd's antics, Safety Last! is a marvel of visual effects and slapstick comedy.",2000-01-01,97.0
Safety Not Guaranteed,safety not guaranteed,2012,"Safety Not Guaranteed's ostensibly modest ambitions are outmatched by the movie's strong performances, beguiling charm, and heartfelt story.",2012-01-24,91.0
The Saint,the saint,2000,"The Saint is watchable thanks to Kilmer and Shue, but the muddled screenplay stretches credulity.",2000-01-01,30.0
Saint Frances,saint frances,2019,"Saint Frances approaches an array of weighty issues with empathy, humor, and grace -- and marks star and writer Kelly O'Sullivan as a tremendous talent to watch.",2019-03-11,99.0
Saint John of Las Vegas,saint john of las vegas,2009,"Writer-director Hue Rhodes' debut is a poorly-paced, forgettable comedy that wastes the quirky talents of stars Steve Buscemi and Sarah Silverman.",2009-11-23,23.0
Saint Laurent,saint laurent,2014,"A well-intentioned but frustratingly diffuse biopic, Saint Laurent proves an ironically poor fit for a look at the life of a fashion icon.",2014-05-17,60.0
Saints and Soldiers,saints and soldiers,2004,"While it draws heavily on war movie conventions, Saints and Soldiers has strong performances and a compelling central plot.",2004-02-02,66.0
Salem's Lot,salems lot,2000,"Director Tobe Hooper and a devilishly charismatic James Mason elevate this television adaptation of the Stephen King novel, injecting the vampiric tradition with fresh blood and lingering scares.",2000-01-01,88.0
